Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
3050000	Receive	 16:00:11.725.0	0x1dff1d03	Data	Extend	8	FA 0E FF FF FF 7F 03 4C 
3050001	Receive	 16:00:11.725.0	0x0df8050c	Data	Extend	8	25 FF 7F FF 7F FF FF FF 
3050002	Receive	 16:00:11.725.0	0x1dff1d03	Data	Extend	8	FB CD 1C 03 1C 24 13 FF 
3050003	Receive	 16:00:11.725.0	0x0df8050c	Data	Extend	8	26 7F FF FF FF FF FF FF 
3050004	Receive	 16:00:11.725.0	0x1dff1d03	Data	Extend	8	FC FF FF 7F 03 4D 36 3A 
3050005	Receive	 16:00:11.725.0	0x0df50b23	Data	Extend	8	FF 96 03 00 00 00 00 0E 
3050006	Receive	 16:00:11.725.0	0x1dff1d03	Data	Extend	8	FD FC A0 68 10 FF FF FF 
3050007	Receive	 16:00:11.725.0	0x1dff1d03	Data	Extend	8	FE 7F 03 4E 50 10 E7 97 
3050008	Receive	 16:00:11.725.0	0x1dff1d03	Data	Extend	8	FF F8 11 FF FF FF 7F 03 
3050009	Receive	 16:00:11.738.0	0x0df01003	Data	Extend	8	FF F0 99 4F 20 33 0C 1E 
3050010	Receive	 16:00:11.738.0	0x09fd0220	Data	Extend	8	FF 5D 01 7F 25 FA FF FF 
3050011	Receive	 16:00:11.738.0	0x0dfe1103	Data	Extend	8	60 0E C1 FF 7E 17 53 00 
3050012	Receive	 16:00:11.738.0	0x0dfe1103	Data	Extend	8	61 CF 13 FF FF FF FF FF 
3050013	Receive	 16:00:11.738.0	0x0dfe1103	Data	Extend	8	62 FF FF FF FF FF FF FF 
3050014	Receive	 16:00:11.738.0	0x0df11903	Data	Extend	8	FF CF 13 30 01 E9 FF FF 
3050015	Receive	 16:00:11.738.0	0x09f11203	Data	Extend	8	FF CF 13 FF 7F B8 00 FC 
3050016	Receive	 16:00:11.738.0	0x1cff0003	Data	Extend	8	3F 9F 10 00 00 00 FF FF 
3050017	Receive	 16:00:11.738.0	0x09f11303	Data	Extend	8	FF 92 6B ED FF FF FF FF 
3050018	Receive	 16:00:11.738.0	0x0df11403	Data	Extend	8	FF 02 00 FF FF FF FF FF 
3050019	Receive	 16:00:11.738.0	0x1dff1a03	Data	Extend	8	20 1D 3F 9F F1 FF FF FF 
3050020	Receive	 16:00:11.738.0	0x1dff1a03	Data	Extend	8	21 C1 FF FF FF 00 00 00 
3050021	Receive	 16:00:11.738.0	0x1dff1a03	Data	Extend	8	22 00 00 5A FF FF FF 2F 
3050022	Receive	 16:00:11.738.0	0x1dff1a03	Data	Extend	8	23 00 00 00 B2 F7 FF FF 
3050023	Receive	 16:00:11.738.0	0x18ff3d13	Data	Extend	8	41 9F FF FF 0E FF 00 FF 
3050024	Receive	 16:00:11.738.0	0x1dff1a03	Data	Extend	8	24 00 00 FF FF FF FF FF 
3050025	Receive	 16:00:11.738.0	0x1dff1b03	Data	Extend	8	80 0A 3F 9F EA FF 96 00 
3050026	Receive	 16:00:11.738.0	0x1dff1b03	Data	Extend	8	81 1F 00 0D 00 FF FF FF 
3050027	Receive	 16:00:11.738.0	0x1dff2c14	Data	Extend	8	60 17 41 9F 00 39 00 00 
3050028	Receive	 16:00:11.738.0	0x1dff2c14	Data	Extend	8	61 00 FF FF FF 7F FF FF 
3050029	Receive	 16:00:11.738.0	0x04ff1914	Data	Extend	8	41 9F 64 02 C2 01 00 00 
3050030	Receive	 16:00:11.738.0	0x1dff2c14	Data	Extend	8	62 FF FF FF FF FF 7F 00 
3050031	Receive	 16:00:11.738.0	0x1dff2c14	Data	Extend	8	63 00 00 00 FF FF FF FF 
3050032	Receive	 16:00:11.754.0	0x09f80203	Data	Extend	8	FF FC 73 17 54 00 FF FF 
3050033	Receive	 16:00:11.754.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F 67 F9 FF FF 
