Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
1302002	Receive	 15:10:19.403.0	0x19f21448	Data	Extend	8	48 56 13 5C FE 07 76 FF 
1302003	Receive	 15:10:19.403.0	0x09f80103	Data	Extend	8	4E D3 50 1D 7B 88 CC FF 
1302004	Receive	 15:10:19.403.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302005	Receive	 15:10:19.403.0	0x18ff3d13	Data	Extend	8	41 9F FF FF 0E FF 00 FF 
1302006	Receive	 15:10:19.403.0	0x15fd0820	Data	Extend	8	FF 00 01 25 71 FF FF FF 
1302007	Receive	 15:10:19.419.0	0x15fd0c20	Data	Extend	6	B5 34 7F 9C DB 05 
1302008	Receive	 15:10:19.419.0	0x0df50b23	Data	Extend	8	FF 1E 03 00 00 00 00 0E 
1302009	Receive	 15:10:19.419.0	0x15fd0819	Data	Extend	8	FF 00 01 25 71 FF FF FF 
1302010	Receive	 15:10:19.435.0	0x09f80209	Data	Extend	8	C5 FC D4 1C 95 00 FF FF 
1302011	Receive	 15:10:19.435.0	0x09f8020c	Data	Extend	8	C5 FC 28 13 9A 00 FF FF 
1302012	Receive	 15:10:19.451.0	0x0df11903	Data	Extend	8	FF 49 08 EC 00 1E FF FF 
1302013	Receive	 15:10:19.451.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F D2 F7 FF FF 
1302014	Receive	 15:10:19.451.0	0x09f11203	Data	Extend	8	FF 49 08 FF 7F B8 00 FC 
1302015	Receive	 15:10:19.451.0	0x1cff0003	Data	Extend	8	3F 9F 0B 00 00 00 FF FF 
1302016	Receive	 15:10:19.467.0	0x09f11303	Data	Extend	8	FF AC 6C D6 FF FF FF FF 
1302017	Receive	 15:10:19.467.0	0x0df11403	Data	Extend	8	FF 01 00 FF FF FF FF FF 
1302018	Receive	 15:10:19.467.0	0x1dff1a03	Data	Extend	8	C0 1D 3F 9F F1 FF FF FF 
1302019	Receive	 15:10:19.467.0	0x1dff1a03	Data	Extend	8	C1 A2 FF FF FF 52 00 00 
1302020	Receive	 15:10:19.467.0	0x19f21445	Data	Extend	8	45 28 05 AD FF 78 1E FF 
1302021	Receive	 15:10:19.467.0	0x1dff1a03	Data	Extend	8	C2 00 00 C2 01 00 00 95 
1302022	Receive	 15:10:19.467.0	0x1dff1a03	Data	Extend	8	C3 FF FF FF B1 EC FF FF 
1302023	Receive	 15:10:19.467.0	0x1dff1a03	Data	Extend	8	C4 00 00 FF FF FF FF FF 
1302024	Receive	 15:10:19.467.0	0x1dff1b03	Data	Extend	8	20 0A 3F 9F 1F FF ED 00 
1302025	Receive	 15:10:19.467.0	0x1dff1b03	Data	Extend	8	21 F8 00 31 00 FF FF FF 
1302026	Receive	 15:10:19.483.0	0x09fd0219	Data	Extend	8	FF 10 01 50 2C FA FF FF 
1302027	Receive	 15:10:19.483.0	0x09f80109	Data	Extend	8	D5 D1 50 1D 45 87 CC FF 
1302028	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	00 DF 3F 9F 04 12 FF 14 
1302029	Receive	 15:10:19.483.0	0x09f8010c	Data	Extend	8	20 D3 50 1D 7B 88 CC FF 
1302030	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	01 1F 05 E5 18 7E 85 30 
1302031	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	02 11 FF FF FF 7F 19 0D 
1302032	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	03 8E 36 35 34 C0 12 FF 
1302033	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	04 FF FF 7F 19 0E 91 23 
1302034	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	05 6C 38 5C 12 FF FF FF 
1302035	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	06 7F 19 0F D4 2B 1B C9 
1302036	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	07 C0 12 FF FF FF 7F 19 
1302037	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	08 11 54 03 65 4D 00 00 
1302038	Receive	 15:10:19.483.0	0x09fd0220	Data	Extend	8	FF 10 01 50 2C FA FF FF 
1302039	Receive	 15:10:19.483.0	0x18ea4512	Data	Extend	3	00 EE 00 
1302040	Receive	 15:10:19.483.0	0x1dff1d03	Data	Extend	8	09 FF FF FF 7F 00 12 E6 
1302041	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	0A 07 55 C2 30 11 FF FF 
1302042	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	0B FF 7F 18 14 8F 06 17 
1302043	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	0C 7B 04 10 FF FF FF 7F 
1302044	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	0D 19 15 8C 09 E3 74 74 
1302045	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	0E 0E FF FF FF 7F 19 16 
1302046	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	0F 88 25 F6 4B 94 11 FF 
1302047	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	10 FF FF 7F 19 17 7F 10 
1302048	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	11 F7 D7 94 11 FF FF FF 
1302049	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	12 7F 19 18 7A 11 0C AE 
1302050	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	13 68 10 FF FF FF 7F 19 
1302051	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	14 1E 66 12 FF 2D F8 11 
1302052	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	15 FF FF FF 7F 19 22 80 
1302053	Receive	 15:10:19.499.0	0x15fd0719	Data	Extend	8	FF C1 25 71 FF FF E2 03 
1302054	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	16 16 CF 7E 00 00 FF FF 
1302055	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	17 FF 7F 00 24 C5 13 95 
1302056	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	18 65 00 00 FF FF FF 7F 
1302057	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	19 00 41 21 09 66 5C D8 
1302058	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	1A 0E FF FF FF 7F 10 42 
1302059	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	1B FF 2A 39 55 88 13 FF 
1302060	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	1C FF FF 7F 11 43 4F 24 
1302061	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	1D 07 DB F8 11 FF FF FF 
1302062	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	1E 7F 11 44 E3 03 9B D7 
1302063	Receive	 15:10:19.499.0	0x1dff1d03	Data	Extend	8	1F CC 10 FF FF FF 7F 00 
1302064	Receive	 15:10:19.499.0	0x09f80103	Data	Extend	8	5C D3 50 1D 7E 88 CC FF 
1302065	Receive	 15:10:19.515.0	0x0df50b23	Data	Extend	8	FF 22 03 00 00 00 00 0E 
1302066	Receive	 15:10:19.515.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302067	Receive	 15:10:19.531.0	0x09f10d14	Data	Extend	8	FF 00 8C FA FF 7F FF FF 
1302068	Receive	 15:10:19.531.0	0x09f80203	Data	Extend	8	FF FC 85 15 94 00 FF FF 
1302069	Receive	 15:10:19.547.0	0x0df11903	Data	Extend	8	FF F8 07 EE 00 22 FF FF 
1302070	Receive	 15:10:19.547.0	0x09f11203	Data	Extend	8	FF F8 07 FF 7F B8 00 FC 
1302071	Receive	 15:10:19.547.0	0x1cff0003	Data	Extend	8	3F 9F 0C 00 00 00 FF FF 
1302072	Receive	 15:10:19.547.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302073	Receive	 15:10:19.547.0	0x1dff2c13	Data	Extend	8	80 17 41 9F 70 00 00 00 
1302074	Receive	 15:10:19.547.0	0x1dff2c13	Data	Extend	8	81 00 FF FF FF 7F FF FF 
1302075	Receive	 15:10:19.547.0	0x1dff2c13	Data	Extend	8	82 FF FF FF FF FF 7F 0D 
1302076	Receive	 15:10:19.547.0	0x1dff2c13	Data	Extend	8	83 8E 36 35 FF FF FF FF 
1302077	Receive	 15:10:19.563.0	0x09f11303	Data	Extend	8	FF 63 47 D6 FF FF FF FF 
1302078	Receive	 15:10:19.563.0	0x0df11403	Data	Extend	8	FF 01 00 FF FF FF FF FF 
1302079	Receive	 15:10:19.563.0	0x1dff1a03	Data	Extend	8	E0 1D 3F 9F 75 00 00 00 
1302080	Receive	 15:10:19.563.0	0x1dff1a03	Data	Extend	8	E1 35 FF FF FF B9 FF FF 
1302081	Receive	 15:10:19.563.0	0x1dff1a03	Data	Extend	8	E2 FF 00 94 01 00 00 1A 
1302082	Receive	 15:10:19.563.0	0x1dff1a03	Data	Extend	8	E3 01 00 00 7F EC FF FF 
1302083	Receive	 15:10:19.563.0	0x1dff1a03	Data	Extend	8	E4 00 00 FF FF FF FF FF 
1302084	Receive	 15:10:19.563.0	0x1dff1b03	Data	Extend	8	40 0A 3F 9F 22 FF ED 00 
1302085	Receive	 15:10:19.563.0	0x1dff1b03	Data	Extend	8	41 F8 00 31 00 FF FF FF 
1302086	Receive	 15:10:19.579.0	0x09fe1203	Data	Extend	8	20 0C FF 7F FF 7F C2 05 
1302087	Receive	 15:10:19.579.0	0x09fe1203	Data	Extend	8	21 14 00 FF 7F 3F 02 FF 
1302088	Receive	 15:10:19.579.0	0x09fd0219	Data	Extend	8	FF 10 01 50 2C FA FF FF 
1302089	Receive	 15:10:19.579.0	0x09f80109	Data	Extend	8	D5 D1 50 1D 45 87 CC FF 
1302090	Receive	 15:10:19.579.0	0x09f8010c	Data	Extend	8	20 D3 50 1D 7B 88 CC FF 
1302091	Receive	 15:10:19.594.0	0x09fd0220	Data	Extend	8	FF 10 01 50 2C FA FF FF 
1302092	Receive	 15:10:19.594.0	0x09f80103	Data	Extend	8	6A D3 50 1D 80 88 CC FF 
1302093	Receive	 15:10:19.594.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302094	Receive	 15:10:19.594.0	0x18ff3d13	Data	Extend	8	41 9F FF FF 0E FF 00 FF 
1302095	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	20 A3 3F 9F 04 22 FF 14 
1302096	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	21 1F 4B D4 07 18 18 D8 
1302097	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	22 0E FF FF FF 7F 00 4C 
1302098	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	23 4F 2E 32 24 24 13 FF 
1302099	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	24 FF FF 7F 11 4D 83 26 
1302100	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	25 FF 88 68 10 FF FF FF 
1302101	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	26 7F 11 53 F2 05 B3 D5 
1302102	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	27 68 10 FF FF FF 7F 10 
1302103	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	28 54 F2 05 78 01 A0 0F 
1302104	Receive	 15:10:19.610.0	0x1dff1d03	Data	Extend	8	29 FF FF FF 7F 00 8A BE 
1302105	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	2A 1C FF 47 30 11 FF FF 
1302106	Receive	 15:10:19.611.0	0x0df50b23	Data	Extend	8	FF 22 03 00 00 00 00 0E 
1302107	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	2B FF 7F 18 8D 91 09 DA 
1302108	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	2C DC 3C 0F FF FF FF 7F 
1302109	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	2D 00 8F BC 0C E7 CC A0 
1302110	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	2E 0F FF FF FF 7F 00 96 
1302111	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	2F EC 14 1B C8 A0 0F FF 
1302112	Receive	 15:10:19.611.0	0x1dff1d03	Data	Extend	8	30 FF FF 7F 00 9E FC 20 
1302113	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	31 1B 62 C0 12 FF FF FF 
1302114	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	32 7F 18 A0 65 36 FA D5 
1302115	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	33 24 13 FF FF FF 7F 09 
1302116	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	34 A1 D9 1C 6C 2C 94 11 
1302117	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	35 FF FF FF 7F 18 A4 8B 
1302118	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	36 08 9C A8 A0 0F FF FF 
1302119	Receive	 15:10:19.626.0	0x1dff1d03	Data	Extend	8	37 FF 7F 00 FF FF FF FF 
1302120	Receive	 15:10:19.626.0	0x18ff3d14	Data	Extend	8	41 9F FF FF 02 FF FF FF 
1302121	Receive	 15:10:19.626.0	0x09f10514	Data	Extend	8	00 15 30 38 FF FF 7F FF 
1302122	Receive	 15:10:19.626.0	0x09f10514	Data	Extend	8	01 FF FF FF D1 06 D1 06 
1302123	Receive	 15:10:19.626.0	0x09f10514	Data	Extend	8	02 FF 7F FF 7F FF 7F FF 
1302124	Receive	 15:10:19.626.0	0x09f10514	Data	Extend	8	03 FF FF FF FF FF FF FF 
1302125	Receive	 15:10:19.642.0	0x0df11903	Data	Extend	8	FF A9 07 F0 00 23 FF FF 
1302126	Receive	 15:10:19.642.0	0x09f11203	Data	Extend	8	FF A9 07 FF 7F B8 00 FC 
1302127	Receive	 15:10:19.658.0	0x1cff0003	Data	Extend	8	3F 9F 0D 00 00 00 FF FF 
1302128	Receive	 15:10:19.658.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302129	Receive	 15:10:19.658.0	0x09f11303	Data	Extend	8	FF E0 29 D6 FF FF FF FF 
1302130	Receive	 15:10:19.658.0	0x0df11403	Data	Extend	8	FF 01 00 FF FF FF FF FF 
1302131	Receive	 15:10:19.658.0	0x1dff1a03	Data	Extend	8	00 1D 3F 9F EF FF FF FF 
1302132	Receive	 15:10:19.658.0	0x1dff1a03	Data	Extend	8	01 4D FF FF FF 7B 00 00 
1302133	Receive	 15:10:19.658.0	0x1dff1a03	Data	Extend	8	02 00 00 72 01 00 00 E8 
1302134	Receive	 15:10:19.658.0	0x1dff1a03	Data	Extend	8	03 00 00 00 E2 EC FF FF 
1302135	Receive	 15:10:19.658.0	0x1dff1a03	Data	Extend	8	04 00 00 FF FF FF FF FF 
1302136	Receive	 15:10:19.658.0	0x1dff1b03	Data	Extend	8	60 0A 3F 9F 24 FF ED 00 
1302137	Receive	 15:10:19.658.0	0x1dff1b03	Data	Extend	8	61 F8 00 31 00 FF FF FF 
1302138	Receive	 15:10:19.658.0	0x1dff1e03	Data	Extend	8	80 1C 3F 9F F0 00 00 00 
1302139	Receive	 15:10:19.658.0	0x1cff1912	Data	Extend	8	41 9F 64 0B 00 00 00 00 
1302140	Receive	 15:10:19.658.0	0x1dff1e03	Data	Extend	8	81 00 00 00 00 00 00 00 
1302141	Receive	 15:10:19.658.0	0x1dff1e03	Data	Extend	8	82 00 00 00 00 08 00 00 
1302142	Receive	 15:10:19.673.0	0x1dff1e03	Data	Extend	8	83 08 00 00 00 00 00 00 
1302143	Receive	 15:10:19.673.0	0x1dff1e03	Data	Extend	8	84 00 FF FF FF FF FF FF 
1302144	Receive	 15:10:19.673.0	0x19f21448	Data	Extend	8	48 56 13 5F FE 07 76 FF 
1302145	Receive	 15:10:19.688.0	0x09fd0219	Data	Extend	8	FF 1A 01 AD 2D FA FF FF 
1302146	Receive	 15:10:19.688.0	0x09f80109	Data	Extend	8	D5 D1 50 1D 45 87 CC FF 
1302147	Receive	 15:10:19.688.0	0x09f8010c	Data	Extend	8	20 D3 50 1D 7B 88 CC FF 
1302148	Receive	 15:10:19.688.0	0x09f80209	Data	Extend	8	C5 FC D4 1C 95 00 FF FF 
1302149	Receive	 15:10:19.688.0	0x09f8020c	Data	Extend	8	C5 FC 28 13 9A 00 FF FF 
1302150	Receive	 15:10:19.688.0	0x09fd0220	Data	Extend	8	FF 1A 01 AD 2D FA FF FF 
1302151	Receive	 15:10:19.703.0	0x09f80103	Data	Extend	8	77 D3 50 1D 82 88 CC FF 
1302152	Receive	 15:10:19.703.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302153	Receive	 15:10:19.719.0	0x0df50b23	Data	Extend	8	FF 26 03 00 00 00 00 0E 
1302154	Receive	 15:10:19.719.0	0x09f10d14	Data	Extend	8	FF 00 8C FA FF 7F FF FF 
1302155	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E0 2B C5 FF FF FF FF FF 
1302156	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	40 DF 3F 9F 14 12 FF 0F 
1302157	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E1 FF 00 00 00 00 68 5A 
1302158	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	41 1D 05 E5 18 7E 85 04 
1302159	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E2 D3 06 00 00 00 00 56 
1302160	Receive	 15:10:19.735.0	0x19f21445	Data	Extend	8	45 28 05 AC FF 78 1E FF 
1302161	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E3 04 F4 FF FF FF FF FF 
1302162	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	42 10 FF FF FF 7F 23 0D 
1302163	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E4 FF FF FF 7F 10 FC FF 
1302164	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	43 8E 36 35 34 24 13 FF 
1302165	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E5 FF 7F FF 7F FF FF FF 
1302166	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	44 FF FF 7F 23 0E 91 23 
1302167	Receive	 15:10:19.735.0	0x0df8050c	Data	Extend	8	E6 7F FF FF FF FF FF FF 
1302168	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	45 6C 38 5C 12 FF FF FF 
1302169	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	46 7F 23 0F D4 2B 1B C9 
1302170	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	47 F8 11 FF FF FF 7F 23 
1302171	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	48 11 54 03 65 4D 00 00 
1302172	Receive	 15:10:19.735.0	0x1dff1d03	Data	Extend	8	49 FF FF FF 7F 00 12 E6 
1302173	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	4A 07 55 C2 E4 0C FF FF 
1302174	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	4B FF 7F 00 14 8F 06 17 
1302175	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	4C 7B CC 10 FF FF FF 7F 
1302176	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	4D 23 15 8C 09 E3 74 3C 
1302177	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	4E 0F FF FF FF 7F 23 16 
1302178	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	4F 88 25 F6 4B 88 13 FF 
1302179	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	50 FF FF 7F 23 17 7F 10 
1302180	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	51 F7 D7 04 10 FF FF FF 
1302181	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	52 7F 23 18 7A 11 0C AE 
1302182	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	53 CC 10 FF FF FF 7F 23 
1302183	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	54 1E 66 12 FF 2D 94 11 
1302184	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	55 FF FF FF 7F 23 22 80 
1302185	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	56 16 CF 7E 00 00 FF FF 
1302186	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	57 FF 7F 00 24 C5 13 95 
1302187	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	58 65 00 00 FF FF FF 7F 
1302188	Receive	 15:10:19.750.0	0x1dff1d03	Data	Extend	8	59 00 41 21 09 66 5C D8 
1302189	Receive	 15:10:19.751.0	0x1dff1d03	Data	Extend	8	5A 0E FF FF FF 7F 00 42 
1302190	Receive	 15:10:19.751.0	0x1dff1d03	Data	Extend	8	5B FF 2A 39 55 24 13 FF 
1302191	Receive	 15:10:19.751.0	0x1dff1d03	Data	Extend	8	5C FF FF 7F 03 43 4F 24 
1302192	Receive	 15:10:19.751.0	0x1dff1d03	Data	Extend	8	5D 07 DB 5C 12 FF FF FF 
1302193	Receive	 15:10:19.751.0	0x1dff1d03	Data	Extend	8	5E 7F 03 44 E3 03 9B D7 
1302194	Receive	 15:10:19.751.0	0x1dff1d03	Data	Extend	8	5F 3C 0F FF FF FF 7F 00 
1302195	Receive	 15:10:19.751.0	0x0df01003	Data	Extend	8	FF F0 99 4F 20 A8 43 1C 
1302196	Receive	 15:10:19.751.0	0x0dfe1103	Data	Extend	8	60 0E C1 FF C3 14 94 00 
1302197	Receive	 15:10:19.751.0	0x0dfe1103	Data	Extend	8	61 59 07 FF FF FF FF FF 
1302198	Receive	 15:10:19.751.0	0x0dfe1103	Data	Extend	8	62 FF FF FF FF FF FF FF 
1302199	Receive	 15:10:19.751.0	0x0df11903	Data	Extend	8	FF 59 07 F7 00 26 FF FF 
1302200	Receive	 15:10:19.751.0	0x09f11203	Data	Extend	8	FF 59 07 FF 7F B8 00 FC 
1302201	Receive	 15:10:19.766.0	0x1cff0003	Data	Extend	8	3F 9F 0D 00 00 00 FF FF 
1302202	Receive	 15:10:19.766.0	0x09f11303	Data	Extend	8	FF 27 12 D6 FF FF FF FF 
1302203	Receive	 15:10:19.766.0	0x0df11403	Data	Extend	8	FF 01 00 FF FF FF FF FF 
1302204	Receive	 15:10:19.766.0	0x1dff1a03	Data	Extend	8	20 1D 3F 9F B8 FF FF FF 
1302205	Receive	 15:10:19.766.0	0x1dff1a03	Data	Extend	8	21 7B FF FF FF 2E 00 00 
1302206	Receive	 15:10:19.766.0	0x1dff1a03	Data	Extend	8	22 00 00 E1 01 00 00 76 
1302207	Receive	 15:10:19.766.0	0x1dff1a03	Data	Extend	8	23 FF FF FF B1 EC FF FF 
1302208	Receive	 15:10:19.766.0	0x1dff1a03	Data	Extend	8	24 00 00 FF FF FF FF FF 
1302209	Receive	 15:10:19.766.0	0x1dff1b03	Data	Extend	8	80 0A 3F 9F 25 FF ED 00 
1302210	Receive	 15:10:19.766.0	0x1dff1b03	Data	Extend	8	81 F8 00 31 00 FF FF FF 
1302211	Receive	 15:10:19.766.0	0x18ea4512	Data	Extend	3	00 EE 00 
1302212	Receive	 15:10:19.782.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CF F7 FF FF 
1302213	Receive	 15:10:19.782.0	0x04ff1913	Data	Extend	8	41 9F 64 0A 08 00 00 00 
1302214	Receive	 15:10:19.782.0	0x04ff1913	Data	Extend	8	41 9F 64 02 02 00 00 00 
1302215	Receive	 15:10:19.782.0	0x09f80203	Data	Extend	8	FF FC A8 14 94 00 FF FF 
1302216	Receive	 15:10:19.782.0	0x09f80109	Data	Extend	8	D5 D1 50 1D 45 87 CC FF 
1302217	Receive	 15:10:19.782.0	0x09f8010c	Data	Extend	8	20 D3 50 1D 7B 88 CC FF 
1302218	Receive	 15:10:19.782.0	0x09fd0219	Data	Extend	8	FF 1A 01 AD 2D FA FF FF 
1302219	Receive	 15:10:19.798.0	0x09fd0220	Data	Extend	8	FF 1A 01 AD 2D FA FF FF 
1302220	Receive	 15:10:19.798.0	0x09f80103	Data	Extend	8	86 D3 50 1D 83 88 CC FF 
1302221	Receive	 15:10:19.798.0	0x15fd0603	Data	Extend	8	FF FF FF DA 70 03 04 FF 
1302222	Receive	 15:10:19.799.0	0x18ff3d13	Data	Extend	8	41 9F FF FF 0E FF 00 FF 
1302223	Receive	 15:10:19.799.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F D2 F7 FF FF 
1302224	Receive	 15:10:19.814.0	0x0df50b23	Data	Extend	8	FF 26 03 00 00 00 00 0E 
1302225	Receive	 15:10:19.814.0	0x15fd0803	Data	Extend	8	FF 00 01 DA 70 FF FF FF 
1302226	Receive	 15:10:19.829.0	0x18ff3d14	Data	Extend	8	41 9F FF FF 02 FF FF FF 
1302227	Receive	 15:10:19.829.0	0x09f10514	Data	Extend	8	20 15 30 38 FF FF 7F FF 
1302228	Receive	 15:10:19.829.0	0x09f10514	Data	Extend	8	21 FF FF FF D1 06 D1 06 
1302229	Receive	 15:10:19.829.0	0x09f10514	Data	Extend	8	22 FF 7F FF 7F FF 7F FF 
1302230	Receive	 15:10:19.829.0	0x09f10514	Data	Extend	8	23 FF FF FF FF FF FF FF 
1302231	Receive	 15:10:19.829.0	0x09fe1203	Data	Extend	8	40 0C FF 7F FF 7F C8 05 
1302232	Receive	 15:10:19.829.0	0x09fe1203	Data	Extend	8	41 11 00 FF 7F 40 02 FF 
1302233	Receive	 15:10:19.829.0	0x19fa0309	Data	Extend	8	C5 D2 56 00 7D 00 FF 7F 
1302234	Receive	 15:10:19.845.0	0x0df11903	Data	Extend	8	FF 07 07 F2 00 27 FF FF 
1302235	Receive	 15:10:19.845.0	0x09f11203	Data	Extend	8	FF 07 07 FF 7F B8 00 FC 
1302236	Receive	 15:10:19.845.0	0x1cff0003	Data	Extend	8	3F 9F 0A 00 00 00 FF FF 
1302237	Receive	 15:10:19.845.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F CB F7 FF FF 
1302238	Receive	 15:10:19.861.0	0x09f11303	Data	Extend	8	FF 3C 01 D6 FF FF FF FF 
1302239	Receive	 15:10:19.861.0	0x0df11403	Data	Extend	8	FF 01 00 FF FF FF FF FF 
1302240	Receive	 15:10:19.861.0	0x1dff1a03	Data	Extend	8	40 1D 3F 9F E5 00 00 00 
1302241	Receive	 15:10:19.861.0	0x1dff1a03	Data	Extend	8	41 61 FF FF FF DB FF FF 
1302242	Receive	 15:10:19.861.0	0x1dff1a03	Data	Extend	8	42 FF 00 91 FF FF FF 30 
1302243	Receive	 15:10:19.861.0	0x1dff1a03	Data	Extend	8	43 02 00 00 55 ED FF FF 
1302244	Receive	 15:10:19.861.0	0x1dff1a03	Data	Extend	8	44 00 00 FF FF FF FF FF 
1302245	Receive	 15:10:19.861.0	0x1dff1b03	Data	Extend	8	A0 0A 3F 9F 28 FF 11 01 
1302246	Receive	 15:10:19.861.0	0x1dff1b03	Data	Extend	8	A1 F8 00 31 00 FF FF FF 
1302247	Receive	 15:10:19.861.0	0x1dff1d03	Data	Extend	8	60 8B 3F 9F 14 22 FF 0F 
1302248	Receive	 15:10:19.861.0	0x1dff1d03	Data	Extend	8	61 1D 4B D2 07 18 18 AC 
1302249	Receive	 15:10:19.861.0	0x1dff1d03	Data	Extend	8	62 0D FF FF FF 7F 02 4C 
