Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
2930000	Receive	 15:56:46.427.0	0x1cff0003	Data	Extend	8	3F 9F 35 00 00 00 FF FF 
2930001	Receive	 15:56:46.427.0	0x0df50b23	Data	Extend	8	FF 71 03 00 00 00 00 0E 
2930002	Receive	 15:56:46.427.0	0x09f80209	Data	Extend	8	74 FC 2F DC 6E 00 FF FF 
2930003	Receive	 15:56:46.427.0	0x09f8020c	Data	Extend	8	74 FC 53 D8 5C 00 FF FF 
2930004	Receive	 15:56:46.440.0	0x09f11303	Data	Extend	8	FF 1F 5D 09 00 FF FF FF 
2930005	Receive	 15:56:46.440.0	0x0df11403	Data	Extend	8	FF 05 00 FF FF FF FF FF 
2930006	Receive	 15:56:46.440.0	0x15fd0a03	Data	Extend	8	FF 00 00 78 AA 0F 00 FF 
2930007	Receive	 15:56:46.440.0	0x1dff1a03	Data	Extend	8	80 1D 3F 9F E6 FF FF FF 
2930008	Receive	 15:56:46.440.0	0x1dff1a03	Data	Extend	8	81 05 00 00 00 EE FF FF 
2930009	Receive	 15:56:46.440.0	0x1dff1a03	Data	Extend	8	82 FF 00 69 00 00 00 58 
2930010	Receive	 15:56:46.440.0	0x1dff1a03	Data	Extend	8	83 00 00 00 BB 05 00 00 
2930011	Receive	 15:56:46.440.0	0x1dff1a03	Data	Extend	8	84 00 00 FF FF FF FF FF 
2930012	Receive	 15:56:46.440.0	0x1dff1b03	Data	Extend	8	E0 0A 3F 9F AA 00 3F 00 
2930013	Receive	 15:56:46.440.0	0x1dff1b03	Data	Extend	8	E1 38 00 B1 00 FF FF FF 
2930014	Receive	 15:56:46.440.0	0x09fd0219	Data	Extend	8	FF 5D 01 8A 45 FA FF FF 
2930015	Receive	 15:56:46.456.0	0x09fd0220	Data	Extend	8	FF 5D 01 8A 45 FA FF FF 
2930016	Receive	 15:56:46.456.0	0x1dff1d03	Data	Extend	8	A0 DF 3F 9F 04 12 FF 13 
2930017	Receive	 15:56:46.456.0	0x1dff1d03	Data	Extend	8	A1 1E 05 8D 0A BA 81 CC 
2930018	Receive	 15:56:46.456.0	0x1dff1d03	Data	Extend	8	A2 10 FF FF FF 7F 19 0A 
2930019	Receive	 15:56:46.456.0	0x15fd0719	Data	Extend	8	FF C1 25 71 FF FF E2 03 
2930020	Receive	 15:56:46.456.0	0x09f10514	Data	Extend	8	40 15 30 38 FF FF 7F FF 
2930021	Receive	 15:56:46.471.0	0x09f10514	Data	Extend	8	41 FF FF FF D1 06 D1 06 
2930022	Receive	 15:56:46.471.0	0x09f10514	Data	Extend	8	42 FF 7F FF 7F FF 7F FF 
2930023	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A3 B9 05 5B E1 10 0E FF 
2930024	Receive	 15:56:46.471.0	0x09f10514	Data	Extend	8	43 FF FF FF FF FF FF FF 
2930025	Receive	 15:56:46.471.0	0x09f10d14	Data	Extend	8	FF 00 74 05 FF 7F FF FF 
2930026	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A4 FF FF 7F 00 0C 10 04 
2930027	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A5 0D 8B 94 11 FF FF FF 
2930028	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A6 7F 19 0D 07 29 A5 4F 
2930029	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A7 94 11 FF FF FF 7F 19 
2930030	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A8 0E CC 1B C8 27 94 11 
2930031	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	A9 FF FF FF 7F 19 0F 50 
2930032	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	AA 36 35 9F C0 12 FF FF 
2930033	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	AB FF 7F 19 11 D9 0C D0 
2930034	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	AC 42 F8 11 FF FF FF 7F 
2930035	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	AD 19 13 80 07 14 52 68 
2930036	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	AE 10 FF FF FF 7F 11 16 
2930037	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	AF A3 24 51 32 5C 12 FF 
2930038	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B0 FF FF 7F 19 17 9D 18 
2930039	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B1 CE CB 94 11 FF FF FF 
2930040	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B2 7F 19 18 79 1E 18 B7 
2930041	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B3 CC 10 FF FF FF 7F 19 
2930042	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B4 1E 8C 06 01 34 04 10 
2930043	Receive	 15:56:46.471.0	0x19f21448	Data	Extend	8	48 E8 12 00 00 A3 75 FF 
2930044	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B5 FF FF FF 7F 18 22 80 
2930045	Receive	 15:56:46.471.0	0x1dff1d03	Data	Extend	8	B6 16 CF 7E 00 00 FF FF 
2930046	Receive	 15:56:46.472.0	0x1dff1d03	Data	Extend	8	B7 FF 7F 00 24 C5 13 95 
2930047	Receive	 15:56:46.472.0	0x1dff1d03	Data	Extend	8	B8 65 00 00 FF FF FF 7F 
2930048	Receive	 15:56:46.487.0	0x1dff1d03	Data	Extend	8	B9 00 42 6C 1A C6 63 A0 
2930049	Receive	 15:56:46.487.0	0x09f80109	Data	Extend	8	1C 5A 51 1D DB EA CD FF 
2930050	Receive	 15:56:46.488.0	0x1dff1d03	Data	Extend	8	BA 0F FF FF FF 7F 11 43 
2930051	Receive	 15:56:46.488.0	0x09f8010c	Data	Extend	8	C0 5A 51 1D CD E9 CD FF 
2930052	Receive	 15:56:46.488.0	0x1dff1d03	Data	Extend	8	BB 78 35 18 D1 24 13 FF 
2930053	Receive	 15:56:46.488.0	0x1dff1d03	Data	Extend	8	BC FF FF 7F 11 44 60 12 
2930054	Receive	 15:56:46.488.0	0x1dff1d03	Data	Extend	8	BD 93 DB 30 11 FF FF FF 
2930055	Receive	 15:56:46.488.0	0x1dff1d03	Data	Extend	8	BE 7F 11 4C FE 1D F2 1B 
2930056	Receive	 15:56:46.488.0	0x1dff1d03	Data	Extend	8	BF 88 13 FF FF FF 7F 11 
2930057	Receive	 15:56:46.488.0	0x09f80103	Data	Extend	8	00 5C 51 1D 5E E9 CD FF 
2930058	Receive	 15:56:46.502.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F DA FA FF FF 
2930059	Receive	 15:56:46.502.0	0x09f80203	Data	Extend	8	FF FC AD D9 69 00 FF FF 
2930060	Receive	 15:56:46.534.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F D6 FA FF FF 
2930061	Receive	 15:56:46.534.0	0x0df11903	Data	Extend	8	FF 54 EA 39 01 A9 00 FF 
2930062	Receive	 15:56:46.534.0	0x09f11203	Data	Extend	8	FF C4 DF FF 7F B8 00 FC 
2930063	Receive	 15:56:46.534.0	0x1cff0003	Data	Extend	8	3F 9F 36 00 00 00 FF FF 
2930064	Receive	 15:56:46.534.0	0x15fd0c03	Data	Extend	8	FF 00 01 86 66 04 FF FF 
2930065	Receive	 15:56:46.534.0	0x0df50b23	Data	Extend	8	FF 6D 03 00 00 00 00 0E 
2930066	Receive	 15:56:46.534.0	0x19f21445	Data	Extend	8	45 1E 05 A9 FF 88 13 FF 
2930067	Receive	 15:56:46.534.0	0x09f11303	Data	Extend	8	FF C5 BA 09 00 FF FF FF 
2930068	Receive	 15:56:46.534.0	0x0df11403	Data	Extend	8	FF 05 00 FF FF FF FF FF 
2930069	Receive	 15:56:46.534.0	0x1dff1a03	Data	Extend	8	A0 1D 3F 9F 9A FF FF FF 
2930070	Receive	 15:56:46.534.0	0x1dff1a03	Data	Extend	8	A1 33 00 00 00 DE FF FF 
2930071	Receive	 15:56:46.534.0	0x1dff1a03	Data	Extend	8	A2 FF 00 6D FF FF FF 7F 
2930072	Receive	 15:56:46.534.0	0x1dff1a03	Data	Extend	8	A3 00 00 00 ED 05 00 00 
2930073	Receive	 15:56:46.534.0	0x1dff1a03	Data	Extend	8	A4 00 00 FF FF FF FF FF 
2930074	Receive	 15:56:46.534.0	0x1dff1b03	Data	Extend	8	00 0A 3F 9F A8 00 23 00 
2930075	Receive	 15:56:46.534.0	0x1dff1b03	Data	Extend	8	01 38 00 AA 00 FF FF FF 
2930076	Receive	 15:56:46.549.0	0x09fd0219	Data	Extend	8	FF 5D 01 8A 45 FA FF FF 
2930077	Receive	 15:56:46.549.0	0x09fd0220	Data	Extend	8	FF 5D 01 8A 45 FA FF FF 
2930078	Receive	 15:56:46.549.0	0x09fe1203	Data	Extend	8	A0 0C FF 7F FF 7F E6 03 
2930079	Receive	 15:56:46.549.0	0x09fe1203	Data	Extend	8	A1 A4 FF FF 7F 27 FF FF 
2930080	Receive	 15:56:46.565.0	0x18ff3d14	Data	Extend	8	41 9F FF FF 02 FF FF FF 
2930081	Receive	 15:56:46.565.0	0x1cff04d8	Data	Extend	8	27 99 08 0D 00 00 00 00 
2930082	Receive	 15:56:46.580.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F B7 FA FF FF 
2930083	Receive	 15:56:46.580.0	0x09f80103	Data	Extend	8	04 5C 51 1D 5A E9 CD FF 
2930084	Receive	 15:56:46.580.0	0x18ea4512	Data	Extend	3	00 EE 00 
2930085	Receive	 15:56:46.580.0	0x09f80109	Data	Extend	8	1C 5A 51 1D DB EA CD FF 
2930086	Receive	 15:56:46.580.0	0x09f8010c	Data	Extend	8	C0 5A 51 1D CD E9 CD FF 
2930087	Receive	 15:56:46.580.0	0x1dff1d03	Data	Extend	8	C0 97 3F 9F 04 22 FF 13 
2930088	Receive	 15:56:46.580.0	0x1dff1d03	Data	Extend	8	C1 1E 4D F5 38 48 9A 30 
2930089	Receive	 15:56:46.580.0	0x1dff1d03	Data	Extend	8	C2 11 FF FF FF 7F 11 4E 
2930090	Receive	 15:56:46.597.0	0x1dff1d03	Data	Extend	8	C3 39 0F 3E 97 F8 11 FF 
