Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
1350000	Receive	 15:11:47.556.0	0x1dff1a03	Data	Extend	8	E2 FF 00 3E 00 00 00 63 
1350001	Receive	 15:11:47.556.0	0x1dff1a03	Data	Extend	8	E3 00 00 00 A4 01 00 00 
1350002	Receive	 15:11:47.556.0	0x1dff1a03	Data	Extend	8	E4 00 00 FF FF FF FF FF 
1350003	Receive	 15:11:47.556.0	0x1dff1b03	Data	Extend	8	40 0A 3F 9F 52 00 58 00 
1350004	Receive	 15:11:47.556.0	0x1dff1b03	Data	Extend	8	41 01 00 5C 00 FF FF FF 
1350005	Receive	 15:11:47.569.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F 12 01 FF FF 
1350006	Receive	 15:11:47.569.0	0x09f10d14	Data	Extend	8	FF 00 8C FA FF 7F FF FF 
1350007	Receive	 15:11:47.584.0	0x09fe1203	Data	Extend	8	20 0C FF 7F FF 7F 99 06 
1350008	Receive	 15:11:47.584.0	0x09fe1203	Data	Extend	8	21 23 00 FF 7F 1A 00 FF 
1350009	Receive	 15:11:47.584.0	0x09fd0219	Data	Extend	8	FF BF 01 7F 07 FA FF FF 
1350010	Receive	 15:11:47.584.0	0x18ea4512	Data	Extend	3	00 EE 00 
1350011	Receive	 15:11:47.600.0	0x09fd0220	Data	Extend	8	FF BF 01 7F 07 FA FF FF 
1350012	Receive	 15:11:47.600.0	0x09f80103	Data	Extend	8	31 F8 50 1D D3 AF CC FF 
1350013	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	00 A3 3F 9F 04 22 FF 12 
1350014	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	01 1F 4B 5D 07 28 18 28 
1350015	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	02 0A FF FF FF 7F 00 4C 
1350016	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	03 D6 2D 6C 23 24 13 FF 
1350017	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	04 FF FF 7F 11 4D 18 27 
1350018	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	05 3A 89 30 11 FF FF FF 
1350019	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	06 7F 11 53 BA 05 45 D5 
1350020	Receive	 15:11:47.616.0	0x1dff1d03	Data	Extend	8	07 F0 0A FF FF FF 7F 00 
1350021	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	08 54 0D 06 05 01 3C 0F 
1350022	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	09 FF FF FF 7F 00 8A 6E 
1350023	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	0A 1C 50 48 30 11 FF FF 
1350024	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	0B FF 7F 18 8D 99 09 86 
1350025	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	0C DC 48 0D FF FF FF 7F 
1350026	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	0D 00 8F A2 0C 8E CC 74 
1350027	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	0E 0E FF FF FF 7F 00 96 
1350028	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	0F 3B 15 4A C8 A0 0F FF 
1350029	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	10 FF FF 7F 08 9E 57 21 
1350030	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	11 D0 61 C0 12 FF FF FF 
1350031	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	12 7F 18 A0 BD 36 9A D6 
1350032	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	13 F8 11 FF FF FF 7F 09 
1350033	Receive	 15:11:47.617.0	0x1dff1d03	Data	Extend	8	14 A1 B6 1C FF 2B F8 11 
