Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
420000	Receive	 14:41:56.132.0	0x1dff1d03	Data	Extend	8	13 F8 11 FF FF FF 7F 16 
420001	Receive	 14:41:56.132.0	0x1dff1d03	Data	Extend	8	14 A4 6A 0E 65 AD 3C 0F 
420002	Receive	 14:41:56.132.0	0x1dff1d03	Data	Extend	8	15 FF FF FF 7F 00 FF FF 
420003	Receive	 14:41:56.132.0	0x09fd0220	Data	Extend	8	FF 14 00 2B AD FA FF FF 
420004	Receive	 14:41:56.161.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F C7 FD FF FF 
420005	Receive	 14:41:56.161.0	0x19f11a03	Data	Extend	8	FF F7 55 47 B8 00 FF FF 
420006	Receive	 14:41:56.161.0	0x0df11903	Data	Extend	8	FF 90 93 2B 01 BE FF FF 
420007	Receive	 14:41:56.161.0	0x09f11203	Data	Extend	8	FF 00 89 FF 7F B8 00 FC 
420008	Receive	 14:41:56.161.0	0x1cff0003	Data	Extend	8	3F 9F CE FF FF FF FF FF 
420009	Receive	 14:41:56.161.0	0x1cff150d	Data	Extend	8	27 99 07 2F 00 00 00 00 
420010	Receive	 14:41:56.176.0	0x09f11303	Data	Extend	8	FF 03 9E FA FF FF FF FF 
420011	Receive	 14:41:56.176.0	0x0df11403	Data	Extend	8	FF FB FF FF FF FF FF FF 
420012	Receive	 14:41:56.176.0	0x1dff1a03	Data	Extend	8	A0 1D 3F 9F 2E 00 00 00 
420013	Receive	 14:41:56.176.0	0x1dff1a03	Data	Extend	8	A1 6A 00 00 00 BC FF FF 
420014	Receive	 14:41:56.176.0	0x1dff1a03	Data	Extend	8	A2 FF 00 02 02 00 00 F2 
420015	Receive	 14:41:56.176.0	0x1dff1a03	Data	Extend	8	A3 00 00 00 6E FD FF FF 
420016	Receive	 14:41:56.176.0	0x1dff1a03	Data	Extend	8	A4 00 00 FF FF FF FF FF 
420017	Receive	 14:41:56.176.0	0x1dff1b03	Data	Extend	8	00 0A 3F 9F BE FF AF 00 
420018	Receive	 14:41:56.176.0	0x1dff1b03	Data	Extend	8	01 96 00 1D 00 FF FF FF 
420019	Receive	 14:41:56.176.0	0x04ff1914	Data	Extend	8	41 9F 64 02 D0 01 00 00 
420020	Receive	 14:41:56.176.0	0x09f50300	Data	Extend	8	00 FF FF FF FF FF FF FF 
420021	Receive	 14:41:56.192.0	0x0df50b23	Data	Extend	8	FF F2 01 00 00 00 00 0E 
420022	Receive	 14:41:56.208.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F C7 FD FF FF 
420023	Receive	 14:41:56.208.0	0x09f80103	Data	Extend	8	AA 44 52 1D 5D B0 CE FF 
420024	Receive	 14:41:56.224.0	0x19f21448	Data	Extend	8	48 D8 13 87 FC 4B 73 FF 
420025	Receive	 14:41:56.224.0	0x09fd0219	Data	Extend	8	FF 14 00 2B AD FA FF FF 
420026	Receive	 14:41:56.240.0	0x09fd0220	Data	Extend	8	FF 14 00 2B AD FA FF FF 
420027	Receive	 14:41:56.240.0	0x15fd0719	Data	Extend	8	FF C1 25 71 FF FF E2 03 
420028	Receive	 14:41:56.240.0	0x1dff1d03	Data	Extend	8	20 DF 3F 9F 34 12 FF 0E 
420029	Receive	 14:41:56.240.0	0x1dff1d03	Data	Extend	8	21 13 05 F3 21 EA 89 5C 
420030	Receive	 14:41:56.240.0	0x1dff1d03	Data	Extend	8	22 12 FF FF FF 7F 2C 07 
420031	Receive	 14:41:56.256.0	0x1dff1d03	Data	Extend	8	23 6A 07 AD 2A CC 10 FF 
420032	Receive	 14:41:56.256.0	0x1dff1d03	Data	Extend	8	24 FF FF 7F 2C 0D 8E 37 
420033	Receive	 14:41:56.256.0	0x1dff1d03	Data	Extend	8	25 F7 E8 5C 12 FF FF FF 
420034	Receive	 14:41:56.256.0	0x1dff1d03	Data	Extend	8	26 7F 2C 0E 61 23 0E 47 
