Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
2530000	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	6E 11 FF FF FF 7F 2C 17 
2530001	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	6F 30 17 88 CF F8 11 FF 
2530002	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	70 FF FF 7F 2C 18 3A 1B 
2530003	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	71 BD B4 CC 10 FF FF FF 
2530004	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	72 7F 2C 1E 56 09 68 32 
2530005	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	73 04 10 FF FF FF 7F 2C 
2530006	Receive	 15:45:27.230.0	0x0df50b23	Data	Extend	8	FF 87 03 00 00 00 00 0E 
2530007	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	74 22 80 16 CF 7E 00 00 
2530008	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	75 FF FF FF 7F 00 31 80 
2530009	Receive	 15:45:27.230.0	0x18ff3d13	Data	Extend	8	41 9F FF FF 0E FF 00 FF 
2530010	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	76 16 44 75 00 00 FF FF 
2530011	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	77 FF 7F 00 8A 42 15 03 
2530012	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	78 4F C0 12 FF FF FF 7F 
2530013	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	79 20 8D F1 08 DD D4 74 
2530014	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	7A 0E FF FF FF 7F 00 8F 
2530015	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	7B 18 09 F8 C4 74 0E FF 
2530016	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	7C FF FF 7F 00 96 8E 1C 
2530017	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	7D DD CB 94 11 FF FF FF 
2530018	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	7E 7F 00 98 5B 10 78 80 
2530019	Receive	 15:45:27.230.0	0x1dff1d03	Data	Extend	8	7F F8 11 FF FF FF 7F 24 
2530020	Receive	 15:45:27.230.0	0x0df11903	Data	Extend	8	FF BA 26 75 01 57 00 FF 
2530021	Receive	 15:45:27.230.0	0x09f11203	Data	Extend	8	FF BA 26 FF 7F B8 00 FC 
2530022	Receive	 15:45:27.231.0	0x19fa0403	Data	Extend	8	E0 9F FF FF 0D 05 EB 0D 
2530023	Receive	 15:45:27.231.0	0x19fa0403	Data	Extend	8	E1 83 82 F8 11 FF FF FF 
2530024	Receive	 15:45:27.234.0	0x19fa0403	Data	Extend	8	E2 7F F5 0D 7E 2C 03 4C 
2530025	Receive	 15:45:27.234.0	0x19fa0403	Data	Extend	8	E3 C0 12 FF FF FF 7F F5 
2530026	Receive	 15:45:27.234.0	0x19fa0403	Data	Extend	8	E4 0E 53 1E 9C 2A F8 11 
2530027	Receive	 15:45:27.234.0	0x19fa0403	Data	Extend	8	E5 FF FF FF 7F F5 0F 79 
2530028	Receive	 15:45:27.234.0	0x19fa0403	Data	Extend	8	E6 35 5E B3 5C 12 FF FF 
2530029	Receive	 15:45:27.234.0	0x19fa0403	Data	Extend	8	E7 FF 7F F5 11 B1 0A A7 
2530030	Receive	 15:45:27.250.0	0x19fa0403	Data	Extend	8	E8 45 A0 0F FF FF FF 7F 
2530031	Receive	 15:45:27.250.0	0x19fa0403	Data	Extend	8	E9 F5 12 09 02 B9 B9 C4 
2530032	Receive	 15:45:27.250.0	0x19fa0403	Data	Extend	8	EA 09 FF FF FF 7F F4 13 
2530033	Receive	 15:45:27.250.0	0x19fa0403	Data	Extend	8	EB F6 04 2F 54 04 10 FF 
2530034	Receive	 15:45:27.250.0	0x19fa0403	Data	Extend	8	EC FF FF 7F F5 16 06 26 
