Index	Direction	Timesteamp	ID	Format	Type	Length	Data	
340000	Receive	 14:39:23.368.0	0x0df11903	Data	Extend	8	FF A7 95 64 01 56 FF FF 
340001	Receive	 14:39:23.368.0	0x09f11203	Data	Extend	8	FF 17 8B FF 7F B8 00 FC 
340002	Receive	 14:39:23.368.0	0x15fd0719	Data	Extend	8	FF C1 25 71 FF FF E2 03 
340003	Receive	 14:39:23.368.0	0x18ea4512	Data	Extend	3	00 EE 00 
340004	Receive	 14:39:23.368.0	0x1cff0003	Data	Extend	8	3F 9F BF FF FF FF FF FF 
340005	Receive	 14:39:23.368.0	0x09f11303	Data	Extend	8	FF 0D 2B 01 00 FF FF FF 
340006	Receive	 14:39:23.368.0	0x0df11403	Data	Extend	8	FF F9 FF FF FF FF FF FF 
340007	Receive	 14:39:23.368.0	0x1dff1a03	Data	Extend	8	A0 1D 3F 9F C0 FF FF FF 
340008	Receive	 14:39:23.368.0	0x1dff1a03	Data	Extend	8	A1 FD FF FF FF 47 00 00 
340009	Receive	 14:39:23.368.0	0x1dff1a03	Data	Extend	8	A2 00 00 E5 FF FF FF BD 
340010	Receive	 14:39:23.368.0	0x1dff1a03	Data	Extend	8	A3 FF FF FF 59 00 00 00 
340011	Receive	 14:39:23.368.0	0x1dff1a03	Data	Extend	8	A4 00 00 FF FF FF FF FF 
340012	Receive	 14:39:23.368.0	0x1dff1b03	Data	Extend	8	00 0A 3F 9F 57 FF 47 00 
340013	Receive	 14:39:23.383.0	0x1dff1b03	Data	Extend	8	01 C1 00 84 00 FF FF FF 
340014	Receive	 14:39:23.383.0	0x1dff1d03	Data	Extend	8	20 1F 3F 9F 34 22 FF 0D 
340015	Receive	 14:39:23.383.0	0x1dff1d03	Data	Extend	8	21 14 A1 42 1E 95 36 88 
340016	Receive	 14:39:23.383.0	0x1dff1d03	Data	Extend	8	22 13 FF FF FF 7F 2C A4 
340017	Receive	 14:39:23.383.0	0x1dff1d03	Data	Extend	8	23 EE 0E E3 AD 3C 0F FF 
340018	Receive	 14:39:23.383.0	0x1dff1d03	Data	Extend	8	24 FF FF 7F 00 FF FF FF 
340019	Receive	 14:39:23.383.0	0x0df50b23	Data	Extend	8	FF 3C 01 00 00 00 00 02 
340020	Receive	 14:39:23.399.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F 92 FE FF FF 
340021	Receive	 14:39:23.399.0	0x04ff1913	Data	Extend	8	41 9F 64 02 02 00 00 00 
340022	Receive	 14:39:23.415.0	0x09f80103	Data	Extend	8	3B BB 52 1D 7A F4 CE FF 
340023	Receive	 14:39:23.415.0	0x1cff150d	Data	Extend	8	27 99 07 2F 00 00 00 00 
340024	Receive	 14:39:23.446.0	0x09f10d1c	Data	Extend	8	FF FF FF 7F 96 FE FF FF 
340025	Receive	 14:39:23.446.0	0x09fd0219	Data	Extend	8	FF 66 00 37 A0 FA FF FF 
340026	Receive	 14:39:23.461.0	0x09fd0220	Data	Extend	8	FF 66 00 37 A0 FA FF FF 
340027	Receive	 14:39:23.461.0	0x19f21448	Data	Extend	8	48 E2 13 8E FC E7 72 FF 
340028	Receive	 14:39:23.461.0	0x0df11903	Data	Extend	8	FF A7 95 62 01 61 FF FF 
340029	Receive	 14:39:23.461.0	0x09f11203	Data	Extend	8	FF 17 8B FF 7F B8 00 FC 
340030	Receive	 14:39:23.461.0	0x1cff0003	Data	Extend	8	3F 9F BD FF FF FF FF FF 
340031	Receive	 14:39:23.476.0	0x09f11303	Data	Extend	8	FF 49 13 01 00 FF FF FF 
340032	Receive	 14:39:23.476.0	0x0df11403	Data	Extend	8	FF F9 FF FF FF FF FF FF 
340033	Receive	 14:39:23.476.0	0x1dff1a03	Data	Extend	8	C0 1D 3F 9F 1B 00 00 00 
340034	Receive	 14:39:23.476.0	0x1dff1a03	Data	Extend	8	C1 67 00 00 00 7F FF FF 
340035	Receive	 14:39:23.476.0	0x1dff1a03	Data	Extend	8	C2 FF 00 31 FF FF FF 52 
